"year","dependency_ratio","capital","labor_formal","informality","price_informal","nominal_output","wage_formal","wage_informal","rental_rate","social_security","social_security_share","public_absorption","collection_cost","collection_cost_share","consumption_formal","consumption_informal","composite_consumption","consumption_price_index","primary_surplus_ratio","required_revenue","revenue_share","tax_consumption","tax_payroll","tax_capital","mix_consumption","mix_payroll","mix_capital","flow_utility","lifetime_welfare","objective","policy"
2046,0.248077892,2.19096775716693,0.432546420726399,0.567453579273601,1.00290767052987,1.08030451020735,1.14444224271629,0.601744602317923,0.111283237829898,0.105776188973636,0.097913308677508,0.026444047243409,0.0112694871050587,0.0104317690045519,0.569670541068369,0.34047214756416,0.909381900241902,1.06308825283581,0.0165,0.123601213392057,0.114413308677508,0.0895819847937155,0.0873904903534997,0.101388101362502,0.45,0.35,0.2,-0.099648013374791,-2.59084834774456,2.91552964320614e-13,"Reference mix"
2047,0.254115427,2.17787627686087,0.431690891188792,0.568309108811208,1.00034037813946,1.07750663401965,1.14292756748589,0.600204226883679,0.111582869580044,0.108350491092807,0.100556681204462,0.0270876227732017,0.0117808993959593,0.0109334820074477,0.566863714269085,0.340985465286725,0.906993000228201,1.06365038215367,0.0165,0.126129350554131,0.117056681204462,0.091837458959552,0.0894731259788353,0.103804319317437,0.45,0.35,0.2,-0.102544341299656,-2.66615287379105,1.63703389655252e-13,"Reference mix"
2048,0.260277779,2.16450337054469,0.430814822795539,0.569185177204461,0.997698543225284,1.07463538624372,1.14137175294799,0.598619125935171,0.111891894822628,0.110978013055441,0.103270387776224,0.0277445032638603,0.0123170310174471,0.0114615907638218,0.563978214896628,0.341511106322677,0.904529135461005,1.06422511343121,0.0165,0.128709496928462,0.119770387776224,0.0941643621810478,0.091613796228478,0.106287867485853,0.45,0.35,0.2,-0.105547583594792,-2.74423717346459,8.47520803278352e-13,"Reference mix"
2049,0.266489219,2.15093853288255,0.429926873635166,0.570073126364834,0.995004623472705,1.07171277381846,1.13978208652544,0.597002774083623,0.112208965143897,0.113626465305424,0.106023244362926,0.028406616326356,0.0128722300194376,0.0120108953946443,0.561042231586008,0.3420438758189,0.902013894268687,1.06480271788727,0.0165,0.131309726073429,0.122523244362926,0.0965366755289222,0.0937882689198393,0.1088106323399,0.45,0.35,0.2,-0.108630372939827,-2.82438969643548,3.42588450159046e-13,"Reference mix"
2050,0.272751498,2.13721324902809,0.429027723722504,0.570972276277496,0.992260893060531,1.06874318304493,1.13816290745265,0.595356535836318,0.112533302552453,0.11629659443934,0.108816221038249,0.0290741486098349,0.013447192033147,0.0125822482393149,0.558056839037829,0.342583365766497,0.899447654855687,1.06538473468646,0.0165,0.133930856959581,0.125316221038249,0.0989561071908219,0.0959972753837588,0.111373462349989,0.45,0.35,0.2,-0.11179343745184,-2.90662937374783,4.0185752412277e-14,"Reference mix"
2051,0.279215956,2.123050869292,0.428096768597396,0.571903231402604,0.98940604303476,1.06566288879793,1.13648286295164,0.593643625820856,0.112871313240565,0.119052929256229,0.111717251776048,0.0297632323140573,0.0140568986571375,0.0131907555427718,0.554952823243721,0.343141938841562,0.896770204830242,1.06598757532072,0.0165,0.136636366921395,0.128217251776048,0.101482940363626,0.0982945659338781,0.114038717187356,0.45,0.35,0.2,-0.115112873525163,-2.99293471165423,2.03663830493192e-13,"Reference mix"
2052,0.285959662,2.1081833143888,0.427119954094741,0.572880045905259,0.986390981420214,1.06241635578737,1.13470537263165,0.591834588852128,0.11323058154322,0.121928330665391,0.114765110684905,0.0304820826663477,0.0147109369469253,0.0138466777801278,0.551682060563364,0.343728027543156,0.893938805675813,1.06661493066475,0.0165,0.139458200535882,0.131265110684905,0.104152807236382,0.100711515000176,0.116842796623581,0.45,0.35,0.2,-0.118644803929286,-3.08476490216142,1.5686943652774e-13,"Reference mix"
2053,0.293078584,2.09245349174413,0.426084350534744,0.573915649465256,0.983174834877387,1.05896354248449,1.1328115769857,0.589904900926432,0.113615238774174,0.124963717787918,0.118005684591119,0.0312409294469796,0.0154215337414248,0.0145628561538989,0.548197965540081,0.344349389679154,0.890911151726464,1.06727825254281,0.0165,0.142436616238912,0.134505684591119,0.107009143428139,0.103284804083593,0.119828257551527,0.45,0.35,0.2,-0.122446383191114,-3.18360596296897,9.1235416431687e-13,"Reference mix"
2054,0.300730225,2.07547296475733,0.424965072665876,0.575034927334124,0.979675272577734,1.05521679753751,1.13075071479692,0.587805163546641,0.114036049791596,0.128226247221111,0.121516495492059,0.0320565618052778,0.0162089137347407,0.0153607427142616,0.544414227857948,0.345020956400475,0.887609749384399,1.0679913374017,0.0165,0.14563732438048,0.138016495492059,0.110124497958186,0.106076853143108,0.123067517932263,0.45,0.35,0.2,-0.126621243957211,-3.29215234288747,3.5034025739019e-12,"Reference mix"
2055,0.308995745,2.0571770441624,0.423752454181067,0.576247545818933,0.975860615509254,1.05115026948023,1.12851521534432,0.585516369305553,0.114495155979227,0.131750524207008,0.125339381087878,0.032937631051752,0.0170872075481227,0.0162557229391874,0.540292175049644,0.34574852749136,0.883997084738597,1.06876718131056,0.0165,0.149094503653432,0.141839381087878,0.113542459476649,0.109121425961535,0.126599749600395,0.45,0.35,0.2,-0.13122545002024,-3.41186170052623,1.45614137926591e-13,"Reference mix"
2056,0.317906576,2.03720281364404,0.422432510178344,0.577567489821656,0.97166921308117,1.04669064313521,1.12604615177129,0.583001527848702,0.115005442803681,0.135549950815196,0.129503355842731,0.0338874877037991,0.0180678408091708,0.0172618728634577,0.535780289194133,0.346540493892994,0.880023874187735,1.06959845260654,0.0165,0.152820346426927,0.146003355842731,0.117295721481334,0.112443848043909,0.130454334527133,0.45,0.35,0.2,-0.136332807928653,-3.54465300614496,5.76985852142194e-12,"Reference mix"
2057,0.327501605,2.01575979363233,0.421006366697249,0.578993633302751,0.967107144080327,1.04186123238354,1.12337392897703,0.580264286448196,0.115561551208577,0.139641107800324,0.134030428870895,0.034910276950081,0.0191630365722858,0.0183930795931865,0.530872760671476,0.34739617998165,0.875679306875921,1.07050195083731,0.0165,0.156831818134652,0.150530428870894,0.121414388473559,0.116061777456939,0.134651759127531,0.45,0.35,0.2,-0.141970573185755,-3.69123490282962,1.02058981133601e-12,"Reference mix"
2058,0.337785442,1.99265805980772,0.419466642342918,0.580533357657082,0.962135248837552,1.03661872031179,1.12046286722475,0.577281149302531,0.116171943535915,0.144025960787893,0.138938220934862,0.0360064901969733,0.0203838385384692,0.0196637762169086,0.525537689510968,0.348320014594249,0.870929343681522,1.07147294617026,0.0165,0.161130169673038,0.155438220934862,0.125925065658275,0.119991369667566,0.139210766540726,0.45,0.35,0.2,-0.148198768654276,-3.85316798501116,3.13085255360565e-13,"Reference mix"
2059,0.348669317,1.96798909598304,0.417821843295105,0.582178156704895,0.956766779906634,1.03097861381867,1.11731392980125,0.574060067943981,0.116837647325198,0.148666659761446,0.144199557361132,0.0371666649403614,0.0217307721673878,0.0210778108062771,0.519796354055683,0.349306894022937,0.865786348205795,1.07250085575239,0.0165,0.165677806889454,0.160699557361132,0.130814990221646,0.124212707257437,0.144108249112525,0.45,0.35,0.2,-0.155019367159509,-4.03050354614724,2.56366928429711e-13,"Reference mix"
2060,0.359943998,1.94229735110003,0.416104103433896,0.583895896566104,0.95109987742913,1.02505213536774,1.11399266187857,0.570659926457478,0.117545971033881,0.153473991758903,0.149723108184974,0.0383684979397258,0.0231873280625527,0.0226206329049147,0.513752238202499,0.350337537939663,0.860336761221294,1.07357092899436,0.0165,0.170387351992471,0.166223108184974,0.136011710891238,0.128653341097461,0.149260153307877,0.45,0.35,0.2,-0.162335547048399,-4.22072422325836,1.13056714495445e-12,"Reference mix"
2061,0.371430568,1.91600662377744,0.414340173060219,0.585659826939781,0.945216111101748,1.01892916055569,1.11054967792833,0.567129666661049,0.118287040122514,0.158371669617996,0.155429519292221,0.0395929174044991,0.0247375843666135,0.0242780217940985,0.507493089108216,0.351395896163869,0.854654832463018,1.07466888034277,0.0165,0.175184000767165,0.171929519292221,0.141451103557135,0.133250071603493,0.154593156665524,0.45,0.35,0.2,-0.170063003233848,-4.42163808408003,4.63130003227393e-13,"Reference mix"
2062,0.383127073,1.8890797704499,0.412528498362837,0.587471501637163,0.939101600958521,1.01259711600411,1.10697444563868,0.563460960575113,0.119063978723464,0.163358860186397,0.161326610163616,0.0408397150465992,0.0263877533040258,0.0260594790237568,0.501007373790854,0.352482900982298,0.848725635650228,1.07579483019213,0.0165,0.180066712600465,0.177826610163616,0.14715073951277,0.13800980078489,0.160115266711474,0.45,0.35,0.2,-0.178237062715653,-4.63416363060696,1.15873161793638e-13,"Reference mix"
2063,0.395103351,1.86124474477931,0.410653736224514,0.589346263775486,0.932693747520648,1.00599023696965,1.10322208107723,0.559616248512389,0.119887630526274,0.16846534119813,0.167462202919184,0.0421163352995325,0.0281557966871771,0.0279881410897097,0.494235661266578,0.353607758265292,0.84248985845021,1.07695336439197,0.0165,0.185064180108129,0.183962202919184,0.153168725346897,0.14297222886559,0.165872542579992,0.45,0.35,0.2,-0.186957908121927,-4.8609056111701,2.28461990422976e-12,"Reference mix"
2064,0.407267375,1.8328411715519,0.408733490193994,0.591266509806006,0.926047034254151,0.999174691539746,1.09933669193289,0.55562822055249,0.120749475332068,0.173651873907397,0.173795308645975,0.0434129684768491,0.0300356285030401,0.0300604376365404,0.487231178247726,0.354759905883603,0.835990378307827,1.07814369123594,0.0165,0.190138256317802,0.190295308645974,0.159479305375012,0.148103937225593,0.171826212885103,0.45,0.35,0.2,-0.196186015949315,-5.10083641468218,2.28070509466829e-12,"Reference mix"
2065,0.419597805,1.80385340259242,0.406768412645975,0.593231587354025,0.919153207519063,0.992143139374783,1.09530893149514,0.551491924511438,0.121652698521578,0.178909359301565,0.180326156782486,0.0447273398253913,0.0320319144102273,0.0322855776943766,0.479990052342544,0.355938952412415,0.829218242252905,1.07936404558256,0.0165,0.195279721101249,0.196826156782486,0.166096739268946,0.153405644908041,0.177977111841363,0.45,0.35,0.2,-0.205955138279517,-5.35483359526742,1.67273736451953e-12,"Reference mix"
2066,0.432071572,1.77433079039811,0.40476136070697,0.59523863929303,0.912013411031477,0.984900517432015,1.09114013735081,0.547208046618886,0.122598209315571,0.184227961151847,0.187052354924327,0.0460569902879617,0.0341488594422675,0.0346723946610422,0.47251535603508,0.357143183575818,0.822170543337785,1.08061545767391,0.0165,0.200478819689475,0.203552354924327,0.173034321926503,0.158875511725566,0.184323104512777,0.45,0.35,0.2,-0.216292663490809,-5.62360925076103,3.06330524827675e-13,"Reference mix"
2067,0.444467087,1.74475992479651,0.402746751857452,0.597253248142548,0.904740750356915,0.977563127811192,1.08689352343589,0.542844450214149,0.123572691830984,0.189513197681773,0.193862874212637,0.0473782994204433,0.036354828102814,0.0371892382891058,0.464928761422417,0.358351948885529,0.814957304605223,1.08187718883858,0.0165,0.205642989290658,0.210362874212637,0.180191499363468,0.164423127697621,0.190759299666504,0.45,0.35,0.2,-0.227058146910425,-5.90351181967105,2.56153211123312e-14,"Reference mix"
2068,0.456828159,1.71500254484382,0.400716535685279,0.599283464314721,0.897298718752379,0.970094909644085,1.08254480257636,0.538379231251427,0.124582634850601,0.194783748302982,0.200788341807139,0.0486959370757454,0.0386619769550152,0.0398538087053768,0.457195047484675,0.359570078588832,0.807541227737194,1.0831551748702,0.0165,0.210790314312109,0.217288341807139,0.187613273767351,0.170073070457684,0.197314211613244,0.45,0.35,0.2,-0.238326868836274,-6.19649858974312,4.6852456954822e-13,"Reference mix"
2069,0.469231743,1.68492471901397,0.398659903461853,0.601340096538147,0.889640339153174,0.962454262035213,1.0780713988148,0.533784203491904,0.125634442543071,0.200072425317112,0.20787733319819,0.0500181063292781,0.0410904271418737,0.0426933816626087,0.449264215410813,0.360804057922888,0.799869023112169,1.0844636422879,0.0165,0.215952920640693,0.22437733319819,0.195368821618368,0.175864039614774,0.20403273860069,0.45,0.35,0.2,-0.250204684898475,-6.50532180736035,8.49496943524036e-13,"Reference mix"
2070,0.481736233,1.6543526420832,0.396566109900086,0.603433890099914,0.881713054644999,0.954591640475098,1.07344037225473,0.529027832786999,0.126737334832393,0.205404126931454,0.215174864541266,0.0513510317328636,0.0436605687278292,0.0457374304117093,0.441085525063931,0.362060334059949,0.791884927305927,1.08581249443484,0.0165,0.221154888999293,0.231674864541266,0.203529037560676,0.181832314459833,0.210956970888464,0.45,0.35,0.2,-0.26280974105935,-6.83305326754307,1.37845044797267e-12,"Reference mix"
2024,0.150170218,2.69009936283447,0.452761494244269,0.547238505755731,1.11726426234294,1.1820308670727,1.20631691883584,0.670358557405763,0.100000395825414,0.0640300239143443,0.0541695024199451,0.0160075059785861,0.00880058626163031,0.0074453100225927,0.628970588965803,0.328343103453439,0.957244282982247,1.12101491912537,0.0165,0.0835335332210439,0.0706695024199451,0.112966084257789,0.0114707340593108,0,0.925,0.075,0,-0.0446654190344704,-1.16130089489623,2.13597840761318e-13,"2024-optimal mix"
2025,0.153719106,2.68836557916521,0.452475872958222,0.547524127041778,1.11740306426764,1.1817500053278,1.20631147645436,0.670441838560581,0.100001311820432,0.0655432093284411,0.0554628381916196,0.0163858023321103,0.00913583364775366,0.00773076674979117,0.627843036419043,0.328514476225067,0.956298131878674,1.12265203821452,0.0165,0.0850420844163497,0.0719628381916196,0.115190063963368,0.0116853109500702,0,0.925,0.075,0,-0.0456989997831245,-1.18817399436124,1.74322309495195e-12,"2024-optimal mix"
2026,0.15776987,2.68646721170753,0.452153287068649,0.547846712931351,1.11756495474111,1.18144051680197,1.20631418261423,0.670538972844668,0.100000856351171,0.0672703861231859,0.0569392916244989,0.0168175965307965,0.00952688864382443,0.00806379035451798,0.626555268485245,0.328708027758811,0.955214394207906,1.12452732100308,0.0165,0.0867641546504183,0.073439291624499,0.117737670332531,0.0119304129674226,0,0.925,0.075,0,-0.046885396685455,-1.21902031382183,7.25676722846678e-13,"2024-optimal mix"
2027,0.162121055,2.68442487298547,0.451809104795851,0.548190895204149,1.11773299273104,1.18110714698898,1.20631457100746,0.670639795638624,0.100000790981606,0.0691256573168771,0.0585261527653104,0.0172814143292193,0.00995702970125332,0.00843025099512516,0.62516424560919,0.328914537122489,0.954040038689913,1.12654680391062,0.0165,0.0886139252421954,0.0750261527653104,0.120486066672084,0.0121940419764496,0,0.925,0.075,0,-0.0481740382439284,-1.25252499434214,7.49112744720941e-13,"2024-optimal mix"
2028,0.166711009,2.68229036950119,0.451448937870542,0.548551062129458,1.11790627764814,1.18075779599022,1.20631537676062,0.670743766588882,0.100000655367364,0.0710827355465015,0.0602009453487363,0.0177706838866254,0.0104221623586831,0.00882667249293299,0.623689960447388,0.329130637277675,0.952791312770055,1.12868368745065,0.0165,0.0905652391803401,0.0767009453487363,0.123398508496562,0.0124724939646505,0,0.925,0.075,0,-0.0495477725260691,-1.28824208567779,5.94986281673774e-13,"2024-optimal mix"
2029,0.171424034,2.68011141629943,0.451082144806859,0.548917855193141,1.11807895534477,1.18040032681283,1.20631542920326,0.67084737320686,0.100000646540888,0.07309228915492,0.06192161040168,0.01827307228873,0.0109120319934598,0.00924434850244666,0.622168097659105,0.329350713115885,0.951497887880375,1.13088472405871,0.0165,0.0925688945473318,0.07842161040168,0.126403465571269,0.0127587997566793,0,0.925,0.075,0,-0.0509744821690263,-1.32533653639468,5.68467596859264e-13,"2024-optimal mix"
2030,0.176158371,2.67793921941564,0.450716852811783,0.549283147188217,1.11824740922372,1.1800430208516,1.20631516029795,0.670948445534233,0.100000691799613,0.0751109298372461,0.0636510097598314,0.0187777324593115,0.0114167292650768,0.00967484156368952,0.620631227431365,0.32956988831293,0.950187200815771,1.13310294747845,0.0165,0.0945816396812974,0.0801510097598314,0.129436929934206,0.0130467854064111,0,0.925,0.075,0,-0.0524241950864661,-1.36302907224812,5.91223181934674e-13,"2024-optimal mix"
2031,0.180869208,2.6757946411299,0.450356566471427,0.549643433528573,1.11840997609137,1.17968928851159,1.20631457518216,0.671045985654825,0.100000790278974,0.077119550519721,0.0653727649057681,0.0192798876299303,0.0119315712750365,0.0101141642898958,0.619093872744405,0.329786060117144,0.948871592944372,1.13531745745401,0.0165,0.0965844237801623,0.0818727649057681,0.132470401154787,0.0133337184960484,0,0.925,0.075,0,-0.0538833783578403,-1.40096783730384,6.974246479957e-13,"2024-optimal mix"
